Company_Name,Company-Status,year of founding,Age of company in years,Internet Activity Score,Short-Description,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of top angel or venture fund,Number of repeat investors,Number of Sales Support material,Worked in top companies,Ave size of companies worked,Part of startups in the past,Part of successful startups in the past,Partner in Big 5 consulting,Consulting experience?,Product or service company?,Catering to product/service,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics,Owns monetization of data,Company an aggregator/market place,Online or offline venture,B2C or B2B venture?,Top forums for company/Model,Ave Years of experience for founder/co-founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Number of Recognitions for founders/co-founders,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Long term relationship with other founders,Proprietary or patent position,Barriers of entry for the competitors,Company awards,Controversial history of founder/co-founder,Legal risk and intellectual property,google page rank of company website,Technical proficiencies to analyse,Solutions offered,Global incubation competitions,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),Avg time to investment,Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company239,Success,2012.0,2.0,40.0,Big data analytics with ttwick search,E-Commerce|Market Research|Analytics|Deals|Finance,Marketing,Jacob Perkins|Dan Casey,5.0,0.0,YES,1/1/2012,5/3/2013,455000.0,United States,North America,2.0,0.0,2,0,2,6.0,No,0.0,Nothing,No,Large,No,No,Yes,No,Both,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Masters,21.0,MBA,Yes,Yes,500.0,High,0.0,1.0,1.0,68.0,30.0,Low,Low,No,No,Low,No,Yes,No,No,No,No,8334266.0,No,No,No,2.0,Medium,0.0,6.0,0.5,Not Applicable,16.0,16.0,Peak,2 to 5,0.0,5.9,17.6,0.0,0.0,35.3,0.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,5.0
Company240,Success,2011.0,3.0,603.0,data visualization ,Marketing,"Data Visualization, Content Marketing, Presentations",Crosslink Capital|SoftTech VC|500 Startups|Kapor Capital|Giza Venture Capital|Endeavor Partners|Naval Ravikant|Mark Goines|Josh James|Anthemis Group|Ecosystem Ventures|Paige Craig|Streamlined Ventures|Correlation Ventures|Quest Venture Partners,95.0,3.0,YES,1/1/2011,1/14/2014,8100000.0,United States,North America,0.0,0.0,4,8,8,96.0,Yes,4.0,high,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,Yes,Cloud,Global,Linear,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,No,Low,Bachelors,18.0,Arts,No,No,500.0,Medium,0.0,0.0,1.0,82.0,16.0,High,High,Yes,No,Medium,No,Yes,No,Yes,No,No,2725.0,Yes,Yes,Yes,4.0,High,0.0,48.0,8.1,Not Applicable,10.0,9.1,Peak,2 to 5,8.5,4.6,11.4,56.4,0.0,6.6,0.0,4.2,1.9,6.5,0.0,0.0,0.0,0.0,5.0
Company242,Success,2010.0,4.0,65.0,Big Data Analytics,Cloud Computing|Energy,analtics,Atlanta Technology Angels|Auburn Angel Network|Upper Carolina Angel Network,8.0,14.0,No,1/1/2011,11/28/2012,714205.0,United States,North America,0.0,0.0,2,0,2,6.0,No,0.0,low,No,Large,No,No,No,Yes,Product,No,Both,Yes,Structured,No,Platform,Local,Non-Linear,No,No,No,No,No,No,Yes,No,No,No,No,Offline,B2B,Low,Medium,Yes,Medium,Bachelors,18.0,engg,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,25.0,Medium,Medium,Yes,No,Medium,No,No,No,No,No,No,4621889.0,No,Yes,No,4.0,High,0.0,3.0,0.7,Not Applicable,1.0,8.4,Peak,2 to 5,5.9,5.9,35.3,0.0,5.9,5.9,5.9,17.6,0.0,17.6,0.0,0.0,0.0,0.0,7.0
Company243,Success,2009.0,5.0,73.0,Open-Source DBMS,Network / Hosting / Infrastructure|Enterprise Software,analytics,Sigma Prime Ventures|Kepha Partners|Sigma Partners,31.0,7.0,YES,4/1/2009,3/14/2014,8000000.0,United States,North America,0.0,0.0,2,0,3,36.0,No,2.0,high,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Structured,Yes,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,economics,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,Medium,Yes,No,Medium,No,No,No,No,No,No,434839.0,No,Yes,No,4.0,High,3.0,9.0,8.0,Not Applicable,18.0,14.3,Peak,2 to 5,8.7,0.0,20.1,5.9,5.6,2.9,26.0,2.9,22.2,2.8,0.0,0.0,0.0,2.9,7.0
Company244,Success,2010.0,4.0,359.0,Trust in the Cloud,Security,security,Deutsche Telekom|Andreessen Horowitz|Index Ventures|T-Venture,297.0,7.0,YES,10/1/2010,12/5/2012,30000000.0,United States,North America,4.0,0.0,1,1,10,297.0,No,1.0,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,No,Unstructured,No,Platform,Global,Linear,Yes,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18.0,computer science,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Medium,Medium,Yes,No,Medium,Yes,No,No,Yes,No,No,257071.0,No,Yes,No,3.0,Medium,0.0,99.0,30.0,Not Applicable,11.0,7.8,Peak,2 to 5,11.8,0.0,35.3,5.9,5.9,0.0,29.4,5.9,0.0,0.0,0.0,0.0,0.0,5.9,6.0
Company245,Success,2012.0,2.0,89.0,Whatsapp for local businesses,Mobile|Analytics,social media,TechStars,6.0,20.0,No,1/1/2011,10/15/2012,28000.0,India,Asia,0.0,1.0,2,0,2,4.0,No,0.0,medium,No,Small,No,No,No,Yes,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Low,No,Low,Masters,21.0,chemical engg,No,No,500.0,Medium,0.0,0.0,0.0,0.0,16.0,Low,Low,Yes,No,Low,Yes,No,No,No,No,No,1541266.0,No,No,No,3.0,Medium,0.0,4.0,0.0,Not Applicable,1.0,1.0,Peak,2 to 5,10.0,0.0,5.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0
Company248,Success,2010.0,4.0,511.0,Interactive online video,Advertising|Analytics,analytics,Gerard Govaerts|Fortino,14.0,40.0,No,7/15/2010,12/22/2013,3000000.0,Belgium,Europe,1.0,0.0,5,0,8,8.0,No,0.0,low,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,Global,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Medium,Masters,21.0,technology,Yes,Yes,500.0,Medium,0.0,0.0,0.0,8.0,24.0,Medium,Medium,No,No,Low,Yes,No,No,No,No,No,245886.0,No,No,No,4.0,Medium,0.0,2.7,3.0,Not Applicable,1.0,1.0,Slope,2 to 5,7.7,7.7,61.5,7.7,0.0,0.0,7.7,0.0,7.7,0.0,0.0,0.0,0.0,0.0,1.0
Company250,Success,2012.0,2.0,40.0,Twitter Monitoring App,Analytics,social branding,SODENA,14.5,0.0,No,5/4/2012,11/19/2012,110000.0,Spain,Europe,1.0,0.0,0,1,1,26.0,No,0.0,medium,No,Medium,No,No,No,No,Service,No,Both,Yes,Structured,No,Both,Global,Non-Linear,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Online,B2C,Low,High,Yes,Low,Masters,21.0,MGMT,No,No,345.0,High,0.0,0.0,1.0,8.0,22.0,Medium,Low,Yes,No,Low,No,No,Yes,No,No,Yes,4386057.0,Yes,Yes,No,2.0,Medium,0.0,8.8,0.1,Not Applicable,7.0,7.0,Plateau,0 to 2,6.2,0.0,0.0,56.2,6.2,0.0,0.0,0.0,6.2,25.0,0.0,0.0,0.0,0.0,0.0
Company251,Success,2012.0,2.0,89.0,Track Competitors on Social Media,Analytics|Marketing,social media,Vendep Oy,11.0,0.0,YES,6/1/2012,6/1/2013,600000.0,Finland,Europe,1.0,0.0,2,0,2,10.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,Yes,Both,Yes,Both,Global,Non-Linear,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,MGMT,No,No,500.0,Low,1.0,0.0,0.0,0.0,18.0,Low,Low,No,No,Low,Yes,No,Yes,No,No,No,1633729.0,Yes,Yes,No,2.0,Medium,0.0,5.0,0.6,Not Applicable,12.0,12.0,Peak,2 to 5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Company253,Success,2013.0,1.0,224.0,Big Data Analytics,Analytics|Retail|Mobile|Enterprise Software|Market Research,MARKETING,Kima Ventures|Oleg Tscheltzoff|Angélique Berge,14.5,0.0,No,7/1/2013,3/12/2014,450000.0,France,Europe,3.0,0.0,3,0,3,10.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Both,Yes,Both,Global,Non-Linear,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21.0,MBA,Yes,Yes,500.0,High,1.0,0.0,0.0,88.0,18.0,High,Medium,Yes,No,Medium,No,No,Yes,Yes,No,No,1075438.0,Yes,Yes,No,3.0,Low,9.0,10.0,0.4,Not Applicable,9.0,2.0,Peak,5 to 10,8.6,6.1,3.0,20.7,0.0,2.8,8.3,2.8,5.6,5.8,0.0,0.0,3.0,0.0,1.0
Company254,Success,2009.0,5.0,19.0,Big Data real-time analytics,Cloud Computing|E-Commerce|Analytics,DASHBOARDS,Eden Ventures|Pentech Ventures|Oxford Technology Management|Imperial Innovations,20.0,0.0,No,5/1/2009,9/19/2012,3600000.0,United Kingdom,Europe,3.0,0.0,2,0,5,50.0,No,0.0,medium,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Both,Yes,Both,Global,Linear,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,BSC,Yes,Yes,146.0,Medium,1.0,0.0,0.0,0.0,24.0,Medium,Low,Yes,No,Medium,No,No,Yes,No,No,No,1725737.0,Yes,Yes,No,4.0,Medium,0.0,12.5,3.6,Not Applicable,4.0,13.1,Trough,2 to 5,5.9,0.0,46.6,7.1,7.1,5.9,10.1,2.9,7.1,7.1,0.0,0.0,0.0,0.0,7.0
Company255,Success,2012.0,2.0,138.0,Big Data Analytics,Analytics,technology,Bootstrap Incubation,5.0,25.0,No,1/1/2012,10/1/2013,2100000.0,United Kingdom,Europe,0.0,0.0,3,3,3,50.0,No,0.0,low,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Both,No,Both,Global,Non-Linear,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,MBA,Yes,Yes,500.0,High,1.0,0.0,0.0,0.0,51.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,2522474.0,No,No,No,3.0,Medium,0.0,50.0,2.1,Not Applicable,18.0,18.0,Peak,2 to 5,16.7,5.6,5.6,0.0,5.6,16.7,33.3,11.1,0.0,5.6,0.0,0.0,0.0,0.0,5.0
Company256,Success,2011.0,3.0,205.0,Local analytics for the physical world,Analytics|Retail,localized behaviour,Startup Bootcamp|Startupbootcamp,10.0,11.0,No,1/1/2011,4/4/2012,15000.0,United Kingdom,Europe,2.0,0.0,2,1,1,10.0,No,0.0,low,No,Small,Yes,No,Yes,No,Product,Yes,Public,No,Unstructured,No,Both,Global,Linear,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Low,Masters,21.0,it,Yes,Yes,500.0,High,1.0,1.0,0.0,470.0,27.0,High,Low,Yes,Yes,Low,No,No,Yes,No,No,No,3784917.0,No,Yes,No,3.0,Medium,19.0,5.0,0.0,Not Applicable,16.0,16.0,Peak,2 to 5,16.7,5.6,16.7,16.7,16.7,5.6,11.1,0.0,11.1,0.0,0.0,0.0,0.0,0.0,3.0
Company258,Success,2011.0,3.0,59.0,Disruptive Root Cause Analysis,Analytics|E-Commerce,OPERATIONS,Dan Somers|Technology Strategy Board,7.0,0.0,No,1/1/2011,3/1/2013,400000.0,United Kingdom,Europe,2.0,0.0,3,0,1,10.0,No,0.0,medium,No,Medium,No,No,Yes,Yes,Service,Yes,Public,No,Both,Yes,Both,Global,Linear,No,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,DIPLOMA,Yes,Yes,500.0,Medium,1.0,1.0,0.0,124.0,51.0,Low,Medium,No,No,Low,No,No,No,No,No,No,22246.0,Yes,Yes,No,2.0,Low,11.0,5.0,0.4,Not Applicable,24.0,24.0,Peak,2 to 5,18.8,6.2,0.0,0.0,6.2,0.0,18.8,0.0,12.5,6.2,0.0,6.2,12.5,12.5,1.0
Company261,Success,2010.0,4.0,357.0,SaaS Business Status Dashboard,Analytics,software,Index Ventures|500 Startups|Christoph Janz|Alexander Bruehl|DN Capital|Point Nine Capital|Slow Ventures,14.0,17.0,YES,1/1/2010,9/28/2012,1500000.0,United Kingdom,Europe,5.0,0.0,2,0,6,50.0,Yes,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,Local,Non-Linear,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18.0,it,Yes,No,500.0,Medium,0.0,0.0,0.0,0.0,8.0,Low,Low,No,No,Low,Yes,No,No,No,No,No,14054.0,No,Yes,No,1.0,Low,5.0,16.6,1.5,Not Applicable,12.0,10.6,Peak,2 to 5,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Company262,Success,2010.0,4.0,26.0,Social Data Platform,Analytics,web,David Richmond|Upfront Ventures|IA Ventures|Hermann Hauser|Scale Venture Partners|Northgate Capital|Daher Capital|Global Retail Partners|Founders Den|GRP Partners|Insight Venture Partners|Cendana Capital,104.0,9.0,YES,8/1/2010,12/3/2013,42000000.0,United Kingdom,Europe,1.0,0.0,1,1,9,200.0,Yes,1.0,Nothing,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,Global,Non-Linear,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,High,High,Yes,Medium,Bachelors,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,20.0,Medium,Low,No,Yes,Low,No,No,Yes,No,Yes,No,45567.0,No,Yes,No,3.0,Medium,0.0,33.3,42.0,Not Applicable,1.0,7.0,Slope,2 to 5,11.1,0.0,16.7,22.2,0.0,11.1,22.2,0.0,0.0,5.6,0.0,0.0,0.0,11.1,1.0
Company263,Failed,2007.0,7.0,3.0,Browser-based screencast,E-Commerce,curated web,Reid Hoffman|Caterina Fake|Stewart Butterfield|Bud Colligan|Rajeev Motwani|Kevin Lynch|Joi Ito|First Round Capital,14.5,0.0,No,6/1/2007,1/31/2008,1300000.0,United States,North America,8.0,0.0,1,2,1,26.0,Yes,0.0,low,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,PhD,25.0,business,Yes,Yes,370.0,Medium,1.0,1.0,1.0,0.0,0.0,Low,Low,No,No,Low,No,No,No,No,No,No,2992604.0,No,Yes,No,2.0,Low,0.0,8.8,1.3,No,8.0,8.0,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company264,Failed,2007.0,7.0,30.0,Social search engine,Search|Social Networking,networking,Carmel Ventures|Dotforge,14.5,0.0,No,1/1/2007,7/19/2008,1750000.0,Israel,Asia,0.0,0.0,3,0,5,26.0,No,0.0,Nothing,No,Medium,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,No,Medium,Bachelors,18.0,computer sc,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Low,No,No,Low,Yes,No,Yes,No,No,No,14553250.0,No,No,No,2.0,Low,1.0,8.8,1.8,No,1.0,6.9,Plateau,0 to 2,13.0,3.7,22.2,1.9,3.7,14.8,20.4,3.7,1.9,11.1,0.0,0.0,0.0,3.7,9.0
Company265,Success,2005.0,9.0,207.0,VOIP phone calls to mobile phones,Telecommunications,wireless,Draper Fisher Jurvetson (DFJ)|Mayfield Fund|Draper Richards|Reid Hoffman|August Capital|Mangrove Capital Partners|Lehman Brothers|Pejman Nozad,9.0,0.0,No,10/1/2005,6/23/2008,10000000.0,United States,North America,0.0,4.0,2,1,3,9.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,Local,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,Yes,Medium,Bachelors,18.0,computer sc,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,25.0,Medium,Low,Yes,No,Low,No,No,No,No,No,No,255878.0,No,No,No,3.0,Medium,4.0,1.1,10.0,Yes,23.0,4.0,Trigger,2 to 5,13.8,0.0,18.8,13.8,8.4,5.0,22.2,7.9,5.0,5.0,0.0,0.0,0.0,0.0,6.0
Company266,Success,2010.0,4.0,725.0,Online community for writers,Publishing,curated web,Signature Capital|Northport Private Equity|LaunchCapital,244.0,-2.0,No,1/1/2011,5/5/2011,10000000.0,United States,North America,0.0,1.0,1,0,5,50.0,No,0.0,Nothing,No,Small,Yes,No,No,Yes,Product,No,no,No,no,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,No,Low,Bachelors,18.0,finance,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,21.0,Medium,Low,No,No,Low,No,No,No,No,No,No,147869.0,No,Yes,No,3.0,Medium,3.0,7.1,10.0,Not Applicable,1.0,10.2,Peak,2 to 5,11.1,0.0,0.0,27.8,11.1,5.6,22.2,5.6,11.1,5.6,0.0,0.0,0.0,0.0,3.0
Company268,Failed,2010.0,4.0,242.0,Big Data Analytics,Advertising,advertising,3i Group|Battery Ventures|e.ventures,1.0,0.0,No,1/1/2011,10/1/2005,8000000.0,United States,North America,0.0,0.0,1,0,3,50.0,No,0.0,Nothing,No,Small,No,No,No,Yes,Service,No,no,No,no,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,18.0,no,No,No,500.0,Medium,0.0,0.0,0.0,2.0,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,138358.0,No,Yes,No,3.0,Medium,0.0,6.2,8.0,Not Applicable,1.0,3.6,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,33.3,33.3,1.0
Company269,Success,2005.0,9.0,391.0,Organizes the web around people.	,Analytics,social network,Sequoia Capital|True Ventures|Draper Fisher Jurvetson (DFJ)|Jafco Ventures|KTB Ventures|Time Warner Investments|Khosla Ventures|JAFCO,16.0,0.0,No,2/1/2005,12/20/2010,27500000.0,United States,North America,1.0,2.0,3,0,9,200.0,Yes,0.0,Nothing,No,Large,No,No,No,No,Product,Yes,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Low,Bachelors,18.0,engg,Yes,Yes,500.0,Medium,1.0,1.0,1.0,0.0,24.0,Low,Low,Yes,No,Low,No,No,No,No,No,No,112659.0,No,Yes,No,3.0,Medium,7.0,25.0,27.5,Yes,9.0,12.3,Trigger,2 to 5,4.8,2.0,13.7,7.1,2.4,0.0,4.8,22.4,2.4,7.1,0.0,0.0,0.0,0.0,5.0
Company273,Failed,2007.0,7.0,53.0,Big Data Analytics,Classifieds|Network / Hosting / Infrastructure,web,Rajiv Unnikrishnan,14.5,0.0,No,9/1/2007,7/1/2007,10000.0,India,Asia,1.0,0.0,1,0,1,26.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Low,Masters,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,3.0,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,3600838.0,No,Yes,No,2.0,Low,1.0,8.8,0.0,No,1.0,1.0,Plateau,0 to 2,6.7,20.0,6.7,33.3,0.0,6.7,6.7,6.7,0.0,13.3,0.0,0.0,0.0,0.0,4.0
Company274,Failed,2011.0,3.0,243.0,Online advertising technology,Media|Advertising|E-Commerce,advertising,Seed Capital|Martin Bochineck|Christina Rind Helsbro,2.0,0.0,No,10/1/2011,4/1/2012,600000.0,Denmark,Europe,1.0,0.0,4,0,4,10.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Low,Masters,21.0,economics,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,25.0,Low,Low,No,No,Low,No,No,No,No,No,No,797253.0,No,Yes,No,3.0,Medium,6.0,10.0,0.6,Not Applicable,7.0,7.0,Peak,2 to 5,1.9,0.0,33.3,13.0,3.7,1.9,9.3,0.0,1.9,1.9,0.0,0.0,0.0,0.0,9.0
Company280,Failed,2010.0,4.0,0.0,Big Data Analytics,Analytics,operation,Bessemer Venture Partners|Gold Hill Capital|SVB Financial Group,14.5,0.0,YES,1/1/2011,1/1/2009,10000000.0,United States,North America,0.0,0.0,2,0,2,200.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,Global,Linear,Yes,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,21.0,business,Yes,Yes,130.0,Medium,0.0,0.0,0.0,0.0,7.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,797253.0,No,Yes,No,3.0,Medium,0.0,25.0,10.0,Not Applicable,1.0,1.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Company281,Failed,2010.0,4.0,0.0,Free and low cost Internet calling,Mobile|Telecommunications,operation,Sierra Ventures,0.0,0.0,No,2/1/2010,5/10/2011,1500000.0,United States,North America,1.0,0.0,3,0,4,10.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,Local,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,18.0,computer sc,Yes,Yes,329.0,Medium,0.0,0.0,0.0,0.0,8.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,18372022.0,No,Yes,No,3.0,Medium,0.0,3.3,1.5,Not Applicable,3.0,3.0,Slope,2 to 5,11.4,0.0,20.4,0.0,8.3,0.0,28.3,5.7,5.7,14.5,0.0,0.0,2.8,2.8,3.0
Company282,Failed,2007.0,7.0,29.0,Big Data Analytics,Entertainment,operation,Silvio Scaglia,20.0,0.0,No,3/1/2007,6/1/2005,13200000.0,United Kingdom,Europe,0.0,0.0,0,0,1,200.0,No,0.0,Nothing,Yes,Large,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,Yes,Medium,Bachelors,18.0,law,No,No,325.0,Medium,1.0,0.0,0.0,0.0,21.0,Low,Low,No,No,Low,No,No,Yes,No,No,No,970318.0,No,Yes,No,3.0,Medium,7.0,28.6,13.2,No,12.0,8.8,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company283,Failed,2010.0,4.0,170.0,Kid's online retailer,E-Commerce,sale,Index Ventures|Team Europe|Fabrice Grinda|Jose Marin|James Gutierrez|Embarcadero Ventures,7.0,17.0,YES,4/8/2010,3/25/2011,900000.0,Russian Federation,Europe,0.0,6.0,3,0,3,50.0,Yes,0.0,Nothing,No,Large,No,No,No,Yes,Service,No,no,No,no,No,Platform,Local,Non-Linear,Yes,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Masters,21.0,mba,Yes,Yes,500.0,Medium,0.0,0.0,0.0,1.0,14.0,Low,Low,Yes,No,Low,No,No,Yes,No,No,No,1912479.0,No,Yes,No,3.0,Medium,0.0,50.0,0.9,Not Applicable,6.0,6.0,Plateau,0 to 2,7.1,0.0,0.0,0.0,7.1,7.1,10.7,0.0,0.0,3.6,0.0,3.6,7.1,3.6,6.0
Company285,Failed,2008.0,6.0,15.0,Multiplatform Gaming,Gaming|Entertainment,entertainment,Various Private Investors|Inverpyme|Freedom Factory Studios|Grupo Intercom,14.5,0.0,YES,1/1/2008,7/10/2010,800000.0,Spain,Europe,3.0,2.0,1,0,3,50.0,No,1.0,Nothing,No,Medium,Yes,Yes,No,No,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,18.0,mangement,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,6.0,Low,Low,Yes,No,Low,No,No,Yes,No,No,No,9092587.0,No,Yes,No,3.0,Medium,0.0,10.0,0.8,No,24.0,1.0,Plateau,0 to 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Company289,Failed,2008.0,6.0,10.0,Big Data Analytics,Food & Beverages,sale,TechStars,14.5,0.0,No,1/1/2008,1/1/2008,500000.0,United States,North America,1.0,0.0,1,0,2,26.0,No,0.0,Nothing,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,21.0,business,Yes,Yes,500.0,Medium,0.0,0.0,0.0,0.0,25.0,Low,Low,Yes,Yes,Low,No,No,No,No,No,No,18581451.0,No,Yes,No,3.0,Low,0.0,8.8,0.5,No,1.0,1.0,Peak,2 to 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
